id_simulacion,longitud_pasos,probabilidad_trayectoria,secuencia_nodos,secuencia_aristas
500,5,0.007313019390581712,HDB_20 -> HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
501,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
502,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
503,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
504,8,0.00045706371191135773,HDB_20 -> HDB_13 -> HDB_20 -> HDB_17 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
505,7,0.008313748359819228,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
506,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
507,5,0.0018474996355153821,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
508,2,0.08421052631578944,HDB_12 -> HDB_20 -> HDB_10,HDB_12->HDB_20 | HDB_20->HDB_10
509,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
510,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
511,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
512,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
513,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
514,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
515,5,0.005263157894736827,HDB_13 -> HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
516,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
517,1,1.0,HDB_15 -> HDB_4,HDB_15->HDB_4
518,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
519,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
520,4,0.25,HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
521,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
522,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
523,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
524,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
525,8,0.001847499635515383,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
526,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
527,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
528,3,0.0473684210526316,HDB_14 -> HDB_20 -> HDB_17 -> HDB_9,HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
529,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
530,6,0.0026315789473684136,HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
531,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
532,3,0.25,HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
533,3,0.007894736842105267,HDB_20 -> HDB_17 -> HDB_18 -> HDB_2,HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_2
534,8,1.193361008586487e-05,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_18 -> HDB_19,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_19
535,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
536,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
537,5,0.005484764542936293,HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_17 -> HDB_9,HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
538,3,0.005983379501385038,HDB_20 -> HDB_14 -> HDB_20 -> HDB_3,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_3
539,3,0.009750692520775624,HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
540,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
541,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
542,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
543,8,0.00017975307126249823,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20
544,1,0.5,HDB_18 -> HDB_2,HDB_18->HDB_2
545,5,0.0011290275550371778,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
546,5,0.0011546872721971144,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_9,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_9
547,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
548,8,0.000322207472318353,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
549,1,0.03157894736842102,HDB_20 -> HDB_3,HDB_20->HDB_3
550,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
551,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
552,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
553,3,0.005983379501385038,HDB_20 -> HDB_14 -> HDB_20 -> HDB_3,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_3
554,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
555,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
556,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
557,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
558,7,0.003104825776352241,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
559,8,0.00797783933518006,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
560,8,0.0013157894736842068,HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
561,6,0.125,HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
562,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
563,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
564,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
565,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
566,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
567,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
568,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
569,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
570,7,0.005080623997667305,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
571,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
572,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
573,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
574,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
575,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
576,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
577,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
578,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
579,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
580,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
581,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
582,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
583,2,0.5,HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_2
584,4,0.0012188365650969443,HDB_20 -> HDB_13 -> HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_15 | HDB_15->HDB_4
585,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
586,8,0.0013296398891966747,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
587,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
588,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
589,8,0.02105263157894737,HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
590,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
591,8,0.0019736842105263167,HDB_20 -> HDB_17 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
592,1,0.5,HDB_18 -> HDB_2,HDB_18->HDB_2
593,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
594,2,0.010526315789473654,HDB_20 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_2
595,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
596,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
597,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
598,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
599,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
600,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
601,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
602,8,0.02105263157894737,HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
603,1,1.0,HDB_15 -> HDB_4,HDB_15->HDB_4
604,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
605,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
606,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
607,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
608,2,0.08421052631578944,HDB_11 -> HDB_20 -> HDB_10,HDB_11->HDB_20 | HDB_20->HDB_10
609,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
610,5,0.009750692520775628,HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
611,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
612,5,0.0039473684210526334,HDB_20 -> HDB_17 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
613,8,0.00797783933518006,HDB_12 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19,HDB_12->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
614,8,0.001847499635515383,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
615,3,0.010526315789473654,HDB_13 -> HDB_20 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_2
616,6,0.00014112844437964622,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_15 | HDB_15->HDB_4
617,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
618,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
619,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
620,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
621,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
622,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
623,7,0.00021392101042809694,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
624,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
625,4,0.00897506925207757,HDB_20 -> HDB_14 -> HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
626,1,0.03157894736842102,HDB_20 -> HDB_3,HDB_20->HDB_3
627,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
628,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
629,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
630,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
631,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
632,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
633,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
634,8,0.0013157894736842068,HDB_20 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
635,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
636,1,0.03157894736842102,HDB_20 -> HDB_3,HDB_20->HDB_3
637,6,0.04210526315789474,HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
638,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
639,3,0.010526315789473606,HDB_11 -> HDB_20 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_15 | HDB_15->HDB_4
640,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
641,8,0.00042784202085619416,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_19 -> HDB_18,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18
642,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
