id_simulacion,longitud_pasos,probabilidad_trayectoria,secuencia_nodos,secuencia_aristas
643,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
644,3,0.007894736842105267,HDB_20 -> HDB_17 -> HDB_18 -> HDB_2,HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_2
645,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
646,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
647,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
648,8,0.0030231812217524456,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
649,4,0.08421052631578949,HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
650,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
651,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
652,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
653,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
654,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
655,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
656,3,0.009750692520775624,HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
657,6,0.026814404432132982,HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
658,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
659,3,0.005983379501385038,HDB_20 -> HDB_14 -> HDB_20 -> HDB_3,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_3
660,4,0.015955678670360112,HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
661,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
662,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
663,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
664,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
665,5,0.0026592797783933494,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
666,7,0.005080623997667305,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
667,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
668,5,0.003023181221752444,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
669,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
670,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
671,7,0.005080623997667305,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
672,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
673,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
674,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
675,8,0.0019736842105263167,HDB_20 -> HDB_17 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_17 | HDB_17->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
676,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
677,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
678,5,0.00042338533313894137,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_3,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_3
679,2,0.5,HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_2
680,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
681,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
682,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
683,2,0.08421052631578944,HDB_13 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_10
684,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
685,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
686,3,0.009750692520775624,HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
687,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
688,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
689,5,0.0003324099722991677,HDB_13 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_18 | HDB_18->HDB_2
690,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
691,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
692,2,0.010526315789473654,HDB_20 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_2
693,2,0.010526315789473654,HDB_20 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_2
694,8,0.00797783933518006,HDB_11 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19,HDB_11->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
695,2,0.08421052631578944,HDB_13 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_10
696,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
697,8,0.005080623997667305,HDB_11 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
698,8,0.0001604407578210726,HDB_20 -> HDB_11 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15
699,6,0.0011290275550371778,HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_10,HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_10
700,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
701,1,0.5,HDB_18 -> HDB_2,HDB_18->HDB_2
702,4,0.005484764542936293,HDB_20 -> HDB_13 -> HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
703,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
704,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
705,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
706,4,0.25,HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
707,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
708,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
709,3,0.25,HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
710,8,0.02105263157894737,HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19,HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19
711,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
712,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
713,1,0.4444444444444444,HDB_7 -> HDB_4,HDB_7->HDB_4
714,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
715,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
716,8,0.000962644546926437,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15
717,5,0.04210526315789474,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
718,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
719,7,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
720,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
721,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
722,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
723,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
724,7,0.001847499635515383,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
725,5,0.125,HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
726,7,0.008313748359819228,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
727,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
728,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
729,5,0.01595567867036012,HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
730,8,0.0004813222734632185,HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_13 -> HDB_20,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20
731,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
732,4,0.23157894736842113,HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
733,6,0.04210526315789474,HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
734,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
735,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
736,3,0.25,HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
737,6,0.007313019390581712,HDB_11 -> HDB_20 -> HDB_11 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_11->HDB_20 | HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
738,4,0.08421052631578949,HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
739,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
740,4,0.23157894736842113,HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
741,2,0.5,HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_2
742,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
743,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
744,5,0.0026592797783933494,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
745,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
746,5,0.04387811634349034,HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
747,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
748,3,0.015955678670360112,HDB_20 -> HDB_14 -> HDB_20 -> HDB_10,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_10
749,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
750,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
751,1,0.03157894736842102,HDB_20 -> HDB_3,HDB_20->HDB_3
752,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
753,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
754,7,0.001847499635515383,HDB_20 -> HDB_13 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
755,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
756,5,0.0026592797783933494,HDB_20 -> HDB_11 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_11 | HDB_11->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
757,7,0.003104825776352241,HDB_20 -> HDB_13 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
758,5,0.005484764542936293,HDB_11 -> HDB_20 -> HDB_13 -> HDB_20 -> HDB_17 -> HDB_9,HDB_11->HDB_20 | HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
759,7,0.008313748359819228,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
760,3,0.08421052631578949,HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
761,1,0.5,HDB_18 -> HDB_2,HDB_18->HDB_2
762,2,0.010526315789473654,HDB_20 -> HDB_18 -> HDB_2,HDB_20->HDB_18 | HDB_18->HDB_2
763,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
764,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
765,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
766,6,0.04210526315789474,HDB_13 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_13->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
767,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
768,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
769,1,0.75,HDB_17 -> HDB_9,HDB_17->HDB_9
770,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
771,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
772,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
773,2,0.010526315789473606,HDB_20 -> HDB_15 -> HDB_4,HDB_20->HDB_15 | HDB_15->HDB_4
774,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
775,7,0.0030231812217524456,HDB_20 -> HDB_14 -> HDB_20 -> HDB_14 -> HDB_20 -> HDB_19 -> HDB_18 -> HDB_2,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
776,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
777,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
778,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
779,8,0.02105263157894737,HDB_20 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18,HDB_20->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18
780,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
781,3,0.23157894736842113,HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
782,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
783,2,0.0473684210526316,HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_17 | HDB_17->HDB_9
784,1,0.08421052631578944,HDB_20 -> HDB_10,HDB_20->HDB_10
785,6,0.125,HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_19 | HDB_19->HDB_18 | HDB_18->HDB_2
786,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
787,1,0.5555555555555556,HDB_7 -> HDB_5,HDB_7->HDB_5
788,2,0.5,HDB_19 -> HDB_18 -> HDB_2,HDB_19->HDB_18 | HDB_18->HDB_2
789,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
790,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
791,2,1.0,HDB_16 -> HDB_15 -> HDB_4,HDB_16->HDB_15 | HDB_15->HDB_4
792,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
793,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
794,4,0.00897506925207757,HDB_20 -> HDB_14 -> HDB_20 -> HDB_17 -> HDB_9,HDB_20->HDB_14 | HDB_14->HDB_20 | HDB_20->HDB_17 | HDB_17->HDB_9
795,1,0.052631578947368425,HDB_20 -> HDB_9,HDB_20->HDB_9
796,5,0.026814404432132982,HDB_20 -> HDB_13 -> HDB_20 -> HDB_16 -> HDB_15 -> HDB_4,HDB_20->HDB_13 | HDB_13->HDB_20 | HDB_20->HDB_16 | HDB_16->HDB_15 | HDB_15->HDB_4
